T_SIGN	BLOCK:	ACTUAL_KE:	KE_AVE:	ERROR:
1	1377	3.25957	3.26437	0.00182893
1	1378	3.19934	3.26433	0.00182821
1	1379	3.17742	3.26426	0.00182797
1	1380	3.24943	3.26425	0.00182668
1	1381	3.26025	3.26425	0.00182535
1	1382	3.25992	3.26425	0.00182404
1	1383	3.25841	3.26424	0.00182272
1	1384	3.24582	3.26423	0.00182145
1	1385	3.21665	3.26419	0.00182046
1	1386	3.20864	3.26415	0.00181959
1	1387	3.21845	3.26412	0.00181858
1	1388	3.23117	3.2641	0.00181742
1	1389	3.24744	3.26408	0.00181615
1	1390	3.24833	3.26407	0.00181488
1	1391	3.2341	3.26405	0.00181371
1	1392	3.22951	3.26403	0.00181257
1	1393	3.2402	3.26401	0.00181135
1	1394	3.24493	3.264	0.0018101
1	1395	3.25016	3.26399	0.00180883
1	1396	3.25568	3.26398	0.00180755
1	1397	3.24606	3.26397	0.0018063
1	1398	3.22403	3.26394	0.00180523
1	1399	3.23933	3.26392	0.00180403
1	1400	3.26382	3.26392	0.00180274
1	1401	3.26394	3.26392	0.00180145
1	1402	3.24546	3.26391	0.00180022
1	1403	3.21121	3.26387	0.00179932
1	1404	3.23466	3.26385	0.00179816
1	1405	3.26184	3.26385	0.00179688
1	1406	3.26891	3.26385	0.00179561
1	1407	3.27502	3.26386	0.00179435
1	1408	3.28151	3.26387	0.00179312
1	1409	3.28502	3.26389	0.00179191
1	1410	3.28662	3.2639	0.00179071
1	1411	3.289	3.26392	0.00178953
1	1412	3.29349	3.26394	0.00178839
1	1413	3.29154	3.26396	0.00178723
1	1414	3.25605	3.26396	0.00178597
1	1415	3.19464	3.26391	0.00178538
1	1416	3.20102	3.26386	0.00178467
1	1417	3.24728	3.26385	0.00178345
1	1418	3.27789	3.26386	0.00178222
1	1419	3.27349	3.26387	0.00178098
1	1420	3.21901	3.26384	0.00178
1	1421	3.17343	3.26377	0.00177989
1	1422	3.23889	3.26376	0.00177872
1	1423	3.28284	3.26377	0.00177752
1	1424	3.28654	3.26378	0.00177635
1	1425	3.28466	3.2638	0.00177516
1	1426	3.2875	3.26382	0.00177399
1	1427	3.28189	3.26383	0.0017728
1	1428	3.26121	3.26383	0.00177156
1	1429	3.26106	3.26382	0.00177032
1	1430	3.26884	3.26383	0.00176908
1	1431	3.27137	3.26383	0.00176785
1	1432	3.27551	3.26384	0.00176664
1	1433	3.27848	3.26385	0.00176544
1	1434	3.27724	3.26386	0.00176423
1	1435	3.28544	3.26388	0.00176306
1	1436	3.30586	3.26391	0.00176208
1	1437	3.31919	3.26394	0.00176127
1	1438	3.32307	3.26399	0.00176053
1	1439	3.32628	3.26403	0.00175984
1	1440	3.32798	3.26407	0.00175917
1	1441	3.3222	3.26411	0.00175842
1	1442	3.31086	3.26415	0.00175749
1	1443	3.30464	3.26417	0.0017565
1	1444	3.29654	3.2642	0.00175543
1	1445	3.25861	3.26419	0.00175422
1	1446	3.2544	3.26419	0.00175302
1	1447	3.28405	3.2642	0.00175186
1	1448	3.3003	3.26422	0.00175083
1	1449	3.30489	3.26425	0.00174984
1	1450	3.29389	3.26427	0.00174876
1	1451	3.27635	3.26428	0.00174757
1	1452	3.28326	3.26429	0.00174642
1	1453	3.30309	3.26432	0.00174542
1	1454	3.31405	3.26435	0.00174455
1	1455	3.31867	3.26439	0.00174375
1	1456	3.32199	3.26443	0.001743
1	1457	3.32603	3.26447	0.00174232
1	1458	3.33001	3.26452	0.0017417
1	1459	3.33526	3.26457	0.00174119
1	1460	3.34616	3.26462	0.00174089
1	1461	3.34827	3.26468	0.00174064
1	1462	3.31653	3.26472	0.00173981
1	1463	3.29964	3.26474	0.00173878
1	1464	3.3345	3.26479	0.00173825
1	1465	3.3634	3.26485	0.00173837
1	1466	3.3576	3.26492	0.00173833
1	1467	3.33156	3.26496	0.00173774
1	1468	3.32385	3.265	0.00173702
1	1469	3.33835	3.26505	0.00173655
1	1470	3.34764	3.26511	0.00173628
1	1471	3.34668	3.26517	0.00173599
1	1472	3.34197	3.26522	0.00173559
1	1473	3.32018	3.26525	0.00173481
1	1474	3.29012	3.26527	0.00173372
1	1475	3.32735	3.26531	0.00173305
1	1476	3.35113	3.26537	0.00173285
1	1477	3.3412	3.26542	0.00173244
1	1478	3.3237	3.26546	0.00173172
1	1479	3.31005	3.26549	0.00173081
1	1480	3.28846	3.26551	0.00172971
1	1481	3.27807	3.26552	0.00172856
1	1482	3.296	3.26554	0.00172752
1	1483	3.31261	3.26557	0.00172665
1	1484	3.31645	3.2656	0.00172582
1	1485	3.31327	3.26564	0.00172496
1	1486	3.31682	3.26567	0.00172414
1	1487	3.32322	3.26571	0.00172342
1	1488	3.33049	3.26575	0.00172281
1	1489	3.31617	3.26579	0.00172198
1	1490	3.2598	3.26578	0.00172083
1	1491	3.26143	3.26578	0.00171968
1	1492	3.2761	3.26579	0.00171854
1	1493	3.28874	3.2658	0.00171746
1	1494	3.30106	3.26582	0.00171647
1	1495	3.2984	3.26585	0.00171546
1	1496	3.29041	3.26586	0.00171439
1	1497	3.28722	3.26588	0.00171331
1	1498	3.29021	3.26589	0.00171224
1	1499	3.2944	3.26591	0.00171121
1	1500	3.29707	3.26593	0.00171019
1	1501	3.29649	3.26595	0.00170917
1	1502	3.28742	3.26597	0.00170809
1	1503	3.26559	3.26597	0.00170696
1	1504	3.24758	3.26596	0.00170587
1	1505	3.24663	3.26594	0.00170478
1	1506	3.19511	3.2659	0.0017043
1	1507	3.17994	3.26584	0.00170412
1	1508	3.24479	3.26582	0.00170305
1	1509	3.26804	3.26583	0.00170192
1	1510	3.27658	3.26583	0.00170081
1	1511	3.28549	3.26585	0.00169973
1	1512	3.2894	3.26586	0.00169868
1	1513	3.28317	3.26587	0.0016976
1	1514	3.26855	3.26588	0.00169648
1	1515	3.25733	3.26587	0.00169536
1	1516	3.26147	3.26587	0.00169425
1	1517	3.27613	3.26587	0.00169315
1	1518	3.28706	3.26589	0.00169209
1	1519	3.2852	3.2659	0.00169102
1	1520	3.26955	3.2659	0.00168991
1	1521	3.26425	3.2659	0.0016888
1	1522	3.2633	3.2659	0.00168769
1	1523	3.23293	3.26588	0.00168672
1	1524	3.26468	3.26588	0.00168562
1	1525	3.30928	3.26591	0.00168475
1	1526	3.30651	3.26593	0.00168386
1	1527	3.26357	3.26593	0.00168275
1	1528	3.23959	3.26591	0.00168174
1	1529	3.29837	3.26593	0.00168078
1	1530	3.32043	3.26597	0.00168005
1	1531	3.31966	3.26601	0.00167932
1	1532	3.31909	3.26604	0.00167858
1	1533	3.30015	3.26606	0.00167764
1	1534	3.24937	3.26605	0.00167658
1	1535	3.21553	3.26602	0.00167581
1	1536	3.25555	3.26601	0.00167473
1	1537	3.29908	3.26603	0.00167378
1	1538	3.30082	3.26606	0.00167284
1	1539	3.30129	3.26608	0.00167191
1	1540	3.30688	3.26611	0.00167104
1	1541	3.31374	3.26614	0.00167024
1	1542	3.31678	3.26617	0.00166948
1	1543	3.31674	3.2662	0.00166872
1	1544	3.30603	3.26623	0.00166784
1	1545	3.28878	3.26624	0.00166682
1	1546	3.28405	3.26625	0.00166578
1	1547	3.29177	3.26627	0.00166479
1	1548	3.30083	3.26629	0.00166386
1	1549	3.31264	3.26632	0.00166306
1	1550	3.32446	3.26636	0.00166241
1	1551	3.31479	3.26639	0.00166163
1	1552	3.2958	3.26641	0.00166067
1	1553	3.30413	3.26643	0.00165978
1	1554	3.30411	3.26646	0.00165888
1	1555	3.29409	3.26648	0.00165791
1	1556	3.29412	3.26649	0.00165694
1	1557	3.30125	3.26652	0.00165603
1	1558	3.3116	3.26655	0.00165522
1	1559	3.3205	3.26658	0.00165452
1	1560	3.32176	3.26662	0.00165384
1	1561	3.30726	3.26664	0.00165298
1	1562	3.31027	3.26667	0.00165216
1	1563	3.33747	3.26671	0.00165172
1	1564	3.33849	3.26676	0.0016513
1	1565	3.30602	3.26679	0.00165044
1	1566	3.25982	3.26678	0.00164939
1	1567	3.24833	3.26677	0.00164838
1	1568	3.23696	3.26675	0.00164744
1	1569	3.24227	3.26673	0.00164646
1	1570	3.28989	3.26675	0.00164548
1	1571	3.30657	3.26677	0.00164463
1	1572	3.32548	3.26681	0.00164401
1	1573	3.34734	3.26686	0.00164376
1	1574	3.35289	3.26692	0.00164362
1	1575	3.34956	3.26697	0.00164342
1	1576	3.34432	3.26702	0.00164311
1	1577	3.34215	3.26707	0.00164275
1	1578	3.34635	3.26712	0.00164248
1	1579	3.35312	3.26717	0.00164234
1	1580	3.35657	3.26723	0.00164228
1	1581	3.35107	3.26728	0.0016421
1	1582	3.31744	3.26731	0.00164136
1	1583	3.28595	3.26733	0.00164037
1	1584	3.32961	3.26736	0.00163981
1	1585	3.38095	3.26744	0.00164034
1	1586	3.39176	3.26751	0.00164117
1	1587	3.33816	3.26756	0.00164074
1	1588	3.34192	3.26761	0.00164038
1	1589	3.38961	3.26768	0.00164114
1	1590	3.40777	3.26777	0.00164247
1	1591	3.40955	3.26786	0.00164386
1	1592	3.4048	3.26795	0.00164507
1	1593	3.39978	3.26803	0.00164612
1	1594	3.39849	3.26811	0.00164712
1	1595	3.39554	3.26819	0.00164803
1	1596	3.38622	3.26826	0.00164865
1	1597	3.37761	3.26833	0.00164904
1	1598	3.3777	3.2684	0.00164943
1	1599	3.38001	3.26847	0.00164987
1	1600	3.36638	3.26853	0.00164998
1	1601	3.34357	3.26858	0.00164961
1	1602	3.34617	3.26863	0.00164929
1	1603	3.36104	3.26869	0.00164927
1	1604	3.35847	3.26874	0.00164919
1	1605	3.33121	3.26878	0.00164862
1	1606	3.29825	3.2688	0.0016477
1	1607	3.30461	3.26882	0.00164682
1	1608	3.32924	3.26886	0.00164623
1	1609	3.33582	3.2689	0.00164573
1	1610	3.32159	3.26893	0.00164503
1	1611	3.30254	3.26895	0.00164415
1	1612	3.30156	3.26897	0.00164325
1	1613	3.31253	3.269	0.00164245
1	1614	3.31077	3.26903	0.00164164
1	1615	3.2707	3.26903	0.00164062
1	1616	3.20691	3.26899	0.00164006
1	1617	3.23227	3.26897	0.0016392
1	1618	3.27857	3.26897	0.0016382
1	1619	3.25811	3.26897	0.0016372
1	1620	3.22557	3.26894	0.00163641
1	1621	3.23672	3.26892	0.00163552
1	1622	3.26528	3.26892	0.00163451
1	1623	3.28083	3.26892	0.00163352
1	1624	3.27812	3.26893	0.00163253
1	1625	3.25275	3.26892	0.00163155
1	1626	3.22334	3.26889	0.00163079
1	1627	3.24946	3.26888	0.00162983
1	1628	3.25499	3.26887	0.00162885
1	1629	3.19778	3.26883	0.00162844
1	1630	3.16722	3.26877	0.00162863
1	1631	3.21912	3.26873	0.00162792
1	1632	3.23955	3.26872	0.00162702
1	1633	3.25168	3.26871	0.00162605
1	1634	3.26262	3.2687	0.00162506
1	1635	3.27346	3.26871	0.00162407
1	1636	3.28279	3.26871	0.0016231
1	1637	3.28623	3.26872	0.00162215
1	1638	3.27748	3.26873	0.00162116
1	1639	3.25458	3.26872	0.0016202
1	1640	3.21008	3.26869	0.00161961
1	1641	3.18319	3.26863	0.00161946
1	1642	3.2248	3.26861	0.00161869
1	1643	3.26235	3.2686	0.00161771
1	1644	3.27815	3.26861	0.00161674
1	1645	3.28107	3.26862	0.00161577
1	1646	3.27577	3.26862	0.00161479
1	1647	3.25329	3.26861	0.00161384
1	1648	3.22073	3.26858	0.00161312
1	1649	3.24184	3.26857	0.00161223
1	1650	3.26242	3.26856	0.00161125
1	1651	3.25309	3.26855	0.00161031
1	1652	3.24859	3.26854	0.00160938
1	1653	3.26125	3.26854	0.00160841
1	1654	3.26936	3.26854	0.00160744
1	1655	3.27799	3.26854	0.00160647
1	1656	3.28975	3.26856	0.00160556
1	1657	3.29317	3.26857	0.00160466
1	1658	3.28511	3.26858	0.00160372
1	1659	3.26829	3.26858	0.00160275
1	1660	3.26163	3.26858	0.00160179
1	1661	3.2811	3.26858	0.00160085
1	1662	3.305	3.26861	0.00160003
1	1663	3.32084	3.26864	0.00159938
1	1664	3.33231	3.26868	0.00159887
1	1665	3.34463	3.26872	0.00159857
1	1666	3.35335	3.26877	0.00159841
1	1667	3.34292	3.26882	0.00159807
1	1668	3.30369	3.26884	0.00159725
1	1669	3.28484	3.26885	0.00159632
1	1670	3.29743	3.26886	0.00159546
1	1671	3.2722	3.26887	0.00159451
1	1672	3.2692	3.26887	0.00159355
1	1673	3.29881	3.26888	0.0015927
1	1674	3.33427	3.26892	0.00159223
1	1675	3.34328	3.26897	0.0015919
1	1676	3.33049	3.269	0.00159137
1	1677	3.31561	3.26903	0.00159066
1	1678	3.32096	3.26906	0.00159002
1	1679	3.33511	3.2691	0.00158955
1	1680	3.33134	3.26914	0.00158904
1	1681	3.3238	3.26917	0.00158843
1	1682	3.32922	3.26921	0.00158788
1	1683	3.33019	3.26924	0.00158735
1	1684	3.30931	3.26927	0.00158659
1	1685	3.26799	3.26927	0.00158565
1	1686	3.24253	3.26925	0.00158479
1	1687	3.2607	3.26925	0.00158386
1	1688	3.31073	3.26927	0.00158311
1	1689	3.33664	3.26931	0.00158267
1	1690	3.3257	3.26934	0.00158209
1	1691	3.28294	3.26935	0.00158117
1	1692	3.2533	3.26934	0.00158027
1	1693	3.28898	3.26935	0.00157938
1	1694	3.3225	3.26939	0.00157876
1	1695	3.33343	3.26942	0.00157828
1	1696	3.33196	3.26946	0.00157778
1	1697	3.31769	3.26949	0.0015771
1	1698	3.30822	3.26951	0.00157634
1	1699	3.31962	3.26954	0.00157569
1	1700	3.33376	3.26958	0.00157521
1	1701	3.33891	3.26962	0.00157481
1	1702	3.31573	3.26965	0.00157412
1	1703	3.26081	3.26964	0.00157321
1	1704	3.22014	3.26961	0.00157255
1	1705	3.26081	3.26961	0.00157164
1	1706	3.31129	3.26963	0.00157091
1	1707	3.3218	3.26966	0.00157028
1	1708	3.31491	3.26969	0.00156959
1	1709	3.29682	3.2697	0.00156875
1	1710	3.27031	3.2697	0.00156783
1	1711	3.26734	3.2697	0.00156692
1	1712	3.27424	3.26971	0.001566
1	1713	3.25496	3.2697	0.00156511
1	1714	3.24609	3.26968	0.00156426
1	1715	3.26752	3.26968	0.00156335
1	1716	3.27754	3.26969	0.00156244
1	1717	3.27118	3.26969	0.00156153
1	1718	3.25885	3.26968	0.00156064
1	1719	3.2545	3.26967	0.00155975
1	1720	3.25179	3.26966	0.00155888
1	1721	3.24783	3.26965	0.00155803
1	1722	3.25467	3.26964	0.00155715
1	1723	3.25282	3.26963	0.00155627
1	1724	3.24139	3.26961	0.00155546
1	1725	3.2445	3.2696	0.00155462
1	1726	3.24242	3.26958	0.0015538
1	1727	3.22465	3.26956	0.00155312
1	1728	3.21587	3.26953	0.00155253
1	1729	3.22582	3.2695	0.00155184
1	1730	3.23522	3.26948	0.00155107
1	1731	3.23921	3.26946	0.00155027
1	1732	3.2411	3.26945	0.00154947
1	1733	3.24198	3.26943	0.00154865
1	1734	3.23942	3.26942	0.00154786
1	1735	3.22908	3.26939	0.00154714
1	1736	3.21429	3.26936	0.00154657
1	1737	3.21319	3.26933	0.00154602
1	1738	3.22658	3.2693	0.00154533
1	1739	3.23876	3.26929	0.00154454
1	1740	3.24656	3.26927	0.00154371
1	1741	3.25182	3.26926	0.00154285
1	1742	3.25305	3.26925	0.00154199
1	1743	3.24468	3.26924	0.00154117
1	1744	3.22862	3.26922	0.00154047
1	1745	3.21723	3.26919	0.00153987
1	1746	3.20876	3.26915	0.00153938
1	1747	3.21065	3.26912	0.00153886
1	1748	3.22219	3.26909	0.00153821
1	1749	3.24121	3.26908	0.00153742
1	1750	3.26028	3.26907	0.00153655
1	1751	3.26932	3.26907	0.00153567
1	1752	3.2702	3.26907	0.00153479
1	1753	3.26768	3.26907	0.00153392
1	1754	3.26243	3.26907	0.00153305
1	1755	3.24959	3.26906	0.00153221
1	1756	3.23764	3.26904	0.00153145
1	1757	3.24944	3.26903	0.00153062
1	1758	3.25315	3.26902	0.00152977
1	1759	3.22345	3.26899	0.00152912
1	1760	3.1995	3.26895	0.00152876
1	1761	3.22123	3.26892	0.00152813
1	1762	3.25276	3.26892	0.00152729
1	1763	3.26754	3.26891	0.00152643
1	1764	3.27056	3.26892	0.00152556
1	1765	3.26854	3.26892	0.0015247
1	1766	3.26048	3.26891	0.00152384
1	1767	3.25601	3.2689	0.001523
1	1768	3.25626	3.2689	0.00152215
1	1769	3.25763	3.26889	0.00152131
1	1770	3.25931	3.26888	0.00152046
1	1771	3.24414	3.26887	0.00151966
1	1772	3.23617	3.26885	0.00151892
1	1773	3.25858	3.26885	0.00151807
1	1774	3.26725	3.26885	0.00151722
1	1775	3.26463	3.26884	0.00151636
1	1776	3.27245	3.26884	0.00151551
1	1777	3.28345	3.26885	0.00151468
1	1778	3.28893	3.26886	0.00151387
1	1779	3.28284	3.26887	0.00151304
1	1780	3.27792	3.26888	0.0015122
1	1781	3.28588	3.26889	0.00151138
1	1782	3.2969	3.2689	0.00151061
1	1783	3.29006	3.26891	0.00150981
1	1784	3.2552	3.26891	0.00150899
1	1785	3.19769	3.26887	0.00150867
1	1786	3.15643	3.2688	0.00150914
1	1787	3.25664	3.2688	0.00150831
1	1788	3.28069	3.2688	0.00150748
1	1789	3.2503	3.26879	0.00150667
1	1790	3.28165	3.2688	0.00150585
1	1791	3.29102	3.26881	0.00150506
1	1792	3.23772	3.2688	0.00150432
1	1793	3.21282	3.26876	0.0015038
1	1794	3.24754	3.26875	0.00150301
1	1795	3.27764	3.26876	0.00150218
1	1796	3.2999	3.26878	0.00150144
1	1797	3.31007	3.2688	0.00150078
1	1798	3.30856	3.26882	0.00150011
1	1799	3.29847	3.26884	0.00149937
1	1800	3.28603	3.26885	0.00149857
1	1801	3.29042	3.26886	0.00149778
1	1802	3.29776	3.26887	0.00149704
1	1803	3.28624	3.26888	0.00149624
1	1804	3.28741	3.26889	0.00149544
1	1805	3.30809	3.26892	0.00149477
1	1806	3.32026	3.26894	0.00149422
1	1807	3.32249	3.26897	0.00149368
1	1808	3.31069	3.269	0.00149303
1	1809	3.26446	3.26899	0.00149221
1	1810	3.18514	3.26895	0.00149211
1	1811	3.20561	3.26891	0.00149169
1	1812	3.268	3.26891	0.00149087
1	1813	3.28438	3.26892	0.00149007
1	1814	3.27983	3.26893	0.00148926
1	1815	3.28087	3.26893	0.00148846
1	1816	3.28373	3.26894	0.00148766
1	1817	3.2665	3.26894	0.00148684
1	1818	3.24046	3.26892	0.0014861
1	1819	3.23746	3.26891	0.00148539
1	1820	3.23609	3.26889	0.00148468
1	1821	3.22995	3.26887	0.00148402
1	1822	3.25941	3.26886	0.00148321
1	1823	3.28806	3.26887	0.00148244
1	1824	3.29156	3.26889	0.00148168
1	1825	3.2753	3.26889	0.00148087
1	1826	3.24587	3.26888	0.00148011
1	1827	3.2435	3.26886	0.00147937
1	1828	3.2749	3.26887	0.00147856
1	1829	3.29209	3.26888	0.00147781
1	1830	3.26315	3.26888	0.001477
1	1831	3.23189	3.26886	0.00147634
1	1832	3.27802	3.26886	0.00147554
1	1833	3.29842	3.26888	0.00147482
1	1834	3.28501	3.26889	0.00147404
1	1835	3.23615	3.26887	0.00147335
1	1836	3.23983	3.26885	0.00147263
1	1837	3.30582	3.26887	0.00147197
1	1838	3.35711	3.26892	0.00147195
1	1839	3.35874	3.26897	0.00147196
1	1840	3.2852	3.26898	0.00147118
1	1841	3.24323	3.26896	0.00147045
1	1842	3.28981	3.26898	0.0014697
1	1843	3.3188	3.269	0.00146915
1	1844	3.32328	3.26903	0.00146865
1	1845	3.30299	3.26905	0.00146797
1	1846	3.30961	3.26907	0.00146733
1	1847	3.32988	3.2691	0.00146691
1	1848	3.34198	3.26914	0.00146665
1	1849	3.34792	3.26919	0.00146647
1	1850	3.33931	3.26922	0.00146617
1	1851	3.30635	3.26924	0.00146551
1	1852	3.25059	3.26923	0.00146476
1	1853	3.24315	3.26922	0.00146403
1	1854	3.28699	3.26923	0.00146328
1	1855	3.32351	3.26926	0.00146278
1	1856	3.33548	3.2693	0.00146243
1	1857	3.33285	3.26933	0.00146204
1	1858	3.32256	3.26936	0.00146153
1	1859	3.30533	3.26938	0.00146087
1	1860	3.29339	3.26939	0.00146015
1	1861	3.30107	3.26941	0.00145946
1	1862	3.29977	3.26942	0.00145877
1	1863	3.27545	3.26943	0.00145799
1	1864	3.28834	3.26944	0.00145724
1	1865	3.28907	3.26945	0.0014565
1	1866	3.23955	3.26943	0.00145581
1	1867	3.219	3.2694	0.00145528
1	1868	3.25997	3.2694	0.00145451
1	1869	3.2888	3.26941	0.00145377
1	1870	3.29532	3.26942	0.00145305
1	1871	3.30534	3.26944	0.0014524
1	1872	3.31491	3.26947	0.00145183
1	1873	3.31629	3.26949	0.00145127
1	1874	3.31141	3.26951	0.00145067
1	1875	3.29887	3.26953	0.00144998
1	1876	3.27686	3.26953	0.00144921
1	1877	3.25812	3.26953	0.00144845
1	1878	3.26119	3.26952	0.00144769
1	1879	3.27656	3.26953	0.00144692
1	1880	3.28837	3.26954	0.00144619
1	1881	3.29484	3.26955	0.00144548
1	1882	3.294	3.26956	0.00144477
1	1883	3.27606	3.26957	0.00144401
1	1884	3.24265	3.26955	0.00144331
1	1885	3.25592	3.26955	0.00144257
1	1886	3.28741	3.26956	0.00144183
1	1887	3.30129	3.26957	0.00144117
1	1888	3.30719	3.26959	0.00144054
1	1889	3.30726	3.26961	0.00143992
1	1890	3.29619	3.26963	0.00143922
1	1891	3.27141	3.26963	0.00143846
1	1892	3.2454	3.26961	0.00143776
1	1893	3.23779	3.2696	0.0014371
1	1894	3.2544	3.26959	0.00143636
1	1895	3.28151	3.2696	0.00143562
1	1896	3.2999	3.26961	0.00143495
1	1897	3.29843	3.26963	0.00143427
1	1898	3.27466	3.26963	0.00143352
1	1899	3.22461	3.26961	0.00143296
1	1900	3.23254	3.26959	0.00143234
1	1901	3.27786	3.26959	0.00143159
1	1902	3.27249	3.26959	0.00143084
1	1903	3.25285	3.26958	0.00143012
1	1904	3.26068	3.26958	0.00142937
1	1905	3.28528	3.26959	0.00142865
1	1906	3.30651	3.26961	0.00142803
1	1907	3.30226	3.26962	0.00142738
1	1908	3.26164	3.26962	0.00142664
1	1909	3.24247	3.2696	0.00142596
1	1910	3.2588	3.2696	0.00142523
1	1911	3.29032	3.26961	0.00142452
1	1912	3.29477	3.26962	0.00142384
1	1913	3.29691	3.26964	0.00142317
1	1914	3.29384	3.26965	0.00142248
1	1915	3.27372	3.26965	0.00142174
1	1916	3.2493	3.26964	0.00142103
1	1917	3.2618	3.26964	0.0014203
1	1918	3.293	3.26965	0.00141961
1	1919	3.30115	3.26967	0.00141897
1	1920	3.27806	3.26967	0.00141823
1	1921	3.24524	3.26966	0.00141755
1	1922	3.25335	3.26965	0.00141684
1	1923	3.27606	3.26965	0.00141611
1	1924	3.28662	3.26966	0.0014154
1	1925	3.2649	3.26966	0.00141467
1	1926	3.22445	3.26964	0.00141413
1	1927	3.22547	3.26961	0.00141358
1	1928	3.24237	3.2696	0.00141292
1	1929	3.24764	3.26959	0.00141223
1	1930	3.26605	3.26959	0.0014115
1	1931	3.27346	3.26959	0.00141077
1	1932	3.20273	3.26955	0.00141046
1	1933	3.18955	3.26951	0.00141034
1	1934	3.20184	3.26948	0.00141005
1	1935	3.16718	3.26942	0.00141031
1	1936	3.19955	3.26939	0.00141004
1	1937	3.21354	3.26936	0.00140961
1	1938	3.21398	3.26933	0.00140917
1	1939	3.23581	3.26931	0.00140855
1	1940	3.25589	3.26931	0.00140784
1	1941	3.2626	3.2693	0.00140712
1	1942	3.26221	3.2693	0.0014064
1	1943	3.25741	3.26929	0.00140569
1	1944	3.2474	3.26928	0.00140501
1	1945	3.23823	3.26927	0.00140438
1	1946	3.23894	3.26925	0.00140374
1	1947	3.23673	3.26923	0.00140312
1	1948	3.22031	3.26921	0.00140263
1	1949	3.20431	3.26917	0.0014023
1	1950	3.19499	3.26914	0.0014021
1	1951	3.18109	3.26909	0.00140211
1	1952	3.20404	3.26906	0.00140178
1	1953	3.21451	3.26903	0.00140134
1	1954	3.19212	3.26899	0.00140118
1	1955	3.19134	3.26895	0.00140103
1	1956	3.23374	3.26893	0.00140043
1	1957	3.2537	3.26893	0.00139973
1	1958	3.22464	3.2689	0.0013992
1	1959	3.16011	3.26885	0.00139959
1	1960	3.14923	3.26879	0.0014002
1	1961	3.21188	3.26876	0.00139979
1	1962	3.23296	3.26874	0.00139919
1	1963	3.22428	3.26872	0.00139867
1	1964	3.20394	3.26868	0.00139834
1	1965	3.2026	3.26865	0.00139803
1	1966	3.2436	3.26864	0.00139738
1	1967	3.25003	3.26863	0.0013967
1	1968	3.21366	3.2686	0.00139627
1	1969	3.20352	3.26857	0.00139595
1	1970	3.21938	3.26854	0.00139547
1	1971	3.22895	3.26852	0.00139491
1	1972	3.23685	3.26851	0.00139429
1	1973	3.21586	3.26848	0.00139384
1	1974	3.19753	3.26844	0.0013936
1	1975	3.23447	3.26843	0.001393
1	1976	3.27288	3.26843	0.00139229
1	1977	3.28377	3.26844	0.00139161
1	1978	3.27911	3.26844	0.00139092
1	1979	3.25963	3.26844	0.00139022
1	1980	3.2174	3.26841	0.00138976
1	1981	3.17469	3.26836	0.00138986
1	1982	3.15899	3.26831	0.00139026
1	1983	3.19197	3.26827	0.00139009
1	1984	3.21786	3.26824	0.00138962
1	1985	3.23994	3.26823	0.00138899
1	1986	3.26365	3.26823	0.0013883
1	1987	3.27456	3.26823	0.0013876
1	1988	3.26947	3.26823	0.0013869
1	1989	3.24274	3.26822	0.00138626
1	1990	3.21289	3.26819	0.00138585
1	1991	3.21306	3.26816	0.00138543
1	1992	3.22926	3.26814	0.00138487
1	1993	3.23704	3.26813	0.00138426
1	1994	3.20803	3.2681	0.0013839
1	1995	3.21371	3.26807	0.00138347
1	1996	3.25842	3.26807	0.00138279
1	1997	3.27076	3.26807	0.0013821
1	1998	3.26596	3.26807	0.0013814
1	1999	3.26071	3.26806	0.00138072
1	2000	3.25081	3.26805	0.00138005
1	2001	3.21473	3.26803	0.00137962
1	2002	3.17447	3.26798	0.00137972
1	2003	3.23006	3.26796	0.00137916
1	2004	3.26484	3.26796	0.00137848
1	2005	3.26399	3.26796	0.00137779
1	2006	3.25071	3.26795	0.00137713
1	2007	3.2234	3.26793	0.00137662
1	2008	3.20636	3.2679	0.00137628
1	2009	3.23219	3.26788	0.00137571
1	2010	3.24744	3.26787	0.00137506
1	2011	3.24308	3.26786	0.00137443
1	2012	3.23752	3.26784	0.00137383
1	2013	3.23682	3.26783	0.00137324
1	2014	3.25429	3.26782	0.00137257
1	2015	3.27217	3.26782	0.00137189
1	2016	3.26446	3.26782	0.00137121
1	2017	3.2483	3.26781	0.00137057
1	2018	3.25953	3.26781	0.00136989
1	2019	3.27085	3.26781	0.00136922
1	2020	3.28525	3.26782	0.00136857
1	2021	3.2907	3.26783	0.00136794
1	2022	3.27039	3.26783	0.00136726
1	2023	3.23709	3.26781	0.00136667
1	2024	3.22677	3.26779	0.00136614
1	2025	3.2136	3.26777	0.00136573
1	2026	3.2271	3.26775	0.0013652
1	2027	3.25704	3.26774	0.00136454
1	2028	3.27087	3.26774	0.00136387
1	2029	3.27357	3.26775	0.0013632
1	2030	3.26991	3.26775	0.00136253
1	2031	3.26486	3.26774	0.00136186
1	2032	3.26186	3.26774	0.00136119
1	2033	3.25753	3.26774	0.00136053
1	2034	3.24568	3.26773	0.00135991
1	2035	3.23825	3.26771	0.00135932
1	2036	3.26019	3.26771	0.00135865
1	2037	3.28721	3.26772	0.00135802
1	2038	3.28792	3.26773	0.00135739
1	2039	3.2663	3.26773	0.00135672
1	2040	3.23318	3.26771	0.00135616
1	2041	3.20783	3.26768	0.00135582
