T_SIGN	BLOCK	ACTUAL_PE	PE_AVE	ERROR
1	328	-5.46303	-5.48096	0.0047149
1	329	-5.47157	-5.48093	0.00470066
1	330	-5.4803	-5.48092	0.00468642
1	331	-5.48856	-5.48095	0.00467231
1	332	-5.49737	-5.481	0.0046585
1	333	-5.5059	-5.48107	0.00464511
1	334	-5.51471	-5.48117	0.0046323
1	335	-5.52345	-5.4813	0.00462019
1	336	-5.53206	-5.48145	0.00460891
1	337	-5.5405	-5.48163	0.00459856
1	338	-5.54872	-5.48182	0.00458924
1	339	-5.55654	-5.48204	0.00458099
1	340	-5.56377	-5.48228	0.00457382
1	341	-5.57158	-5.48255	0.00456789
1	342	-5.57843	-5.48283	0.00456313
1	343	-5.58506	-5.48312	0.00455955
1	344	-5.5916	-5.48344	0.00455719
1	345	-5.59712	-5.48377	0.00455588
1	346	-5.60328	-5.48412	0.00455579
1	347	-5.60825	-5.48447	0.00455668
1	348	-5.61278	-5.48484	0.00455848
1	349	-5.61627	-5.48522	0.00456095
1	350	-5.62007	-5.4856	0.00456416
1	351	-5.62314	-5.486	0.00456795
1	352	-5.62593	-5.48639	0.00457223
1	353	-5.62829	-5.48679	0.00457692
1	354	-5.63085	-5.4872	0.00458204
1	355	-5.6324	-5.48761	0.00458735
1	356	-5.63342	-5.48802	0.00459272
1	357	-5.63452	-5.48843	0.00459815
1	358	-5.63482	-5.48884	0.00460345
1	359	-5.63508	-5.48925	0.00460862
1	360	-5.63473	-5.48965	0.0046135
1	361	-5.63468	-5.49005	0.00461818
1	362	-5.63376	-5.49045	0.00462245
1	363	-5.63259	-5.49084	0.00462627
1	364	-5.63148	-5.49123	0.00462967
1	365	-5.62987	-5.49161	0.00463254
1	366	-5.62776	-5.49198	0.0046348
1	367	-5.62625	-5.49235	0.00463659
1	368	-5.62461	-5.4927	0.0046379
1	369	-5.62254	-5.49306	0.00463865
1	370	-5.62023	-5.4934	0.00463883
1	371	-5.618	-5.49374	0.00463847
1	372	-5.61543	-5.49406	0.00463753
1	373	-5.61314	-5.49438	0.00463607
1	374	-5.61055	-5.49469	0.00463406
1	375	-5.60814	-5.495	0.00463157
1	376	-5.60594	-5.49529	0.00462864
1	377	-5.6035	-5.49558	0.00462526
1	378	-5.60131	-5.49586	0.00462147
1	379	-5.59939	-5.49613	0.00461734
1	380	-5.5979	-5.4964	0.00461295
1	381	-5.59656	-5.49666	0.00460833
1	382	-5.59479	-5.49692	0.00460342
