x	y	z	r
-1.04551	1.28493	2.27026	2.81037
-1.04551	1.28493	2.27026	2.81037
-1.04551	1.28493	2.27026	2.81037
-1.04551	1.28493	2.27026	2.81037
-1.04551	1.28493	2.27026	2.81037
-1.04551	1.28493	2.27026	2.81037
-1.04551	1.28493	2.27026	2.81037
-0.0508313	1.17275	2.19788	2.49171
0.309512	1.2741	2.15809	2.52517
0.309512	1.2741	2.15809	2.52517
0.309512	1.2741	2.15809	2.52517
1.5651	-2.20618	2.27923	3.53719
1.5651	-2.20618	2.27923	3.53719
1.95712	-1.15591	3.2989	4.00614
0.824727	-0.454013	5.87722	5.95214
-1.07304	1.53531	3.55484	4.01814
-1.07304	1.53531	3.55484	4.01814
-1.07304	1.53531	3.55484	4.01814
-2.27324	-0.555578	1.26355	2.65949
-2.27324	-0.555578	1.26355	2.65949
-2.27324	-0.555578	1.26355	2.65949
-2.27324	-0.555578	1.26355	2.65949
-2.27324	-0.555578	1.26355	2.65949
-1.38565	1.61227	2.74483	3.47182
-0.965122	2.51733	4.09499	4.90279
0.34122	-0.673056	3.93279	4.00453
1.67974	-0.689579	5.26575	5.57003
4.68613	-1.54529	3.98346	6.34158
4.68613	-1.54529	3.98346	6.34158
4.68613	-1.54529	3.98346	6.34158
5.33692	-2.10255	2.91313	6.43349
5.78217	-1.55183	5.20196	7.93108
5.78217	-1.55183	5.20196	7.93108
7.40304	0.203428	6.65662	9.95776
7.04107	-0.700572	7.70273	10.4594
7.04107	-0.700572	7.70273	10.4594
8.13388	-2.39102	9.5104	12.7407
7.06209	-2.15549	10.5207	12.8532
7.71706	0.0222326	7.174	10.5366
9.01307	-2.01928	6.52308	11.3077
9.01307	-2.01928	6.52308	11.3077
8.38024	-0.99141	6.55585	10.686
6.06105	-2.42341	7.5274	9.96349
3.30883	-3.29157	7.056	8.4599
4.85376	-2.19608	6.02043	8.03911
4.85376	-2.19608	6.02043	8.03911
4.85376	-2.19608	6.02043	8.03911
5.10832	-1.89958	4.08814	6.81294
5.10832	-1.89958	4.08814	6.81294
5.10832	-1.89958	4.08814	6.81294
3.62996	-1.94409	6.03585	7.30668
1.68821	-3.9468	6.69952	7.95682
1.68821	-3.9468	6.69952	7.95682
1.68821	-3.9468	6.69952	7.95682
1.68821	-3.9468	6.69952	7.95682
1.62882	-4.63889	5.28695	7.21971
1.10158	-4.9467	4.26897	6.62627
1.10158	-4.9467	4.26897	6.62627
0.909107	-3.42355	6.7595	7.63138
0.702963	-2.89022	7.6486	8.20662
2.57561	-3.43719	5.69171	7.13047
2.57561	-3.43719	5.69171	7.13047
2.57561	-3.43719	5.69171	7.13047
2.57561	-3.43719	5.69171	7.13047
2.57561	-3.43719	5.69171	7.13047
2.11542	-2.66342	5.45209	6.42605
2.11542	-2.66342	5.45209	6.42605
2.11542	-2.66342	5.45209	6.42605
2.33661	-3.15782	4.27516	5.8059
1.98736	-0.201413	4.06508	4.52935
1.98736	-0.201413	4.06508	4.52935
1.98736	-0.201413	4.06508	4.52935
1.6226	1.65047	1.41935	2.71504
1.80518	0.566487	-0.955562	2.11959
1.80518	0.566487	-0.955562	2.11959
1.80518	0.566487	-0.955562	2.11959
1.72396	1.1187	-6.77475	7.0796
3.68818	2.79033	-5.68491	7.32849
3.68818	2.79033	-5.68491	7.32849
3.68818	2.79033	-5.68491	7.32849
4.39868	2.63284	-4.31891	6.70323
4.39868	2.63284	-4.31891	6.70323
4.39868	2.63284	-4.31891	6.70323
1.83559	1.59437	-7.05694	7.46403
2.39011	0.588556	-5.77828	6.28073
2.39011	0.588556	-5.77828	6.28073
2.39011	0.588556	-5.77828	6.28073
3.65904	1.31351	-2.28255	4.50821
3.65904	1.31351	-2.28255	4.50821
3.65904	1.31351	-2.28255	4.50821
3.65904	1.31351	-2.28255	4.50821
3.65904	1.31351	-2.28255	4.50821
3.65904	1.31351	-2.28255	4.50821
3.65904	1.31351	-2.28255	4.50821
1.66349	-0.273735	-2.31772	2.866
1.66349	-0.273735	-2.31772	2.866
1.66349	-0.273735	-2.31772	2.866
2.7504	-1.76303	-3.24631	4.60559
2.7504	-1.76303	-3.24631	4.60559
2.10115	-2.21251	-2.03007	3.66486
2.10115	-2.21251	-2.03007	3.66486
0.723154	1.30295	-2.24772	2.69683
0.723154	1.30295	-2.24772	2.69683
0.397839	-0.561494	-2.18981	2.29539
-0.971037	-1.43767	0.57308	1.82708
-0.971037	-1.43767	0.57308	1.82708
-0.971037	-1.43767	0.57308	1.82708
-1.52213	-3.16852	0.939069	3.63845
-1.52213	-3.16852	0.939069	3.63845
-1.52213	-3.16852	0.939069	3.63845
-0.537258	-0.726113	0.52821	1.04637
-0.969202	-0.0755263	2.40809	2.59692
-0.969202	-0.0755263	2.40809	2.59692
0.261404	0.196787	3.52522	3.54037
0.261404	0.196787	3.52522	3.54037
0.261404	0.196787	3.52522	3.54037
0.261404	0.196787	3.52522	3.54037
0.261404	0.196787	3.52522	3.54037
-0.658958	0.529637	3.24146	3.3499
2.34272	-0.274092	3.62402	4.324
2.34272	-0.274092	3.62402	4.324
2.75818	3.28444	4.31254	6.08219
2.75818	3.28444	4.31254	6.08219
2.75818	3.28444	4.31254	6.08219
2.91942	1.98558	3.76767	5.16342
2.91942	1.98558	3.76767	5.16342
2.91942	1.98558	3.76767	5.16342
0.76178	2.33962	6.33557	6.79658
3.51454	0.549371	7.97976	8.73673
3.22855	-0.416244	6.5931	7.35295
1.77049	-2.53297	8.05087	8.62364
1.77049	-2.53297	8.05087	8.62364
1.77049	-2.53297	8.05087	8.62364
1.77049	-2.53297	8.05087	8.62364
2.66244	-3.48574	6.43218	7.78537
-1.29997	-1.63858	5.3882	5.77993
-1.29997	-1.63858	5.3882	5.77993
1.40936	-2.30822	4.92092	5.61512
3.68442	-1.68087	5.83585	7.10334
4.35718	-1.2185	3.59463	5.77851
4.35718	-1.2185	3.59463	5.77851
4.35718	-1.2185	3.59463	5.77851
1.78916	0.0323097	3.38862	3.83209
1.78916	0.0323097	3.38862	3.83209
1.78916	0.0323097	3.38862	3.83209
1.87725	-0.936206	-0.600131	2.18191
3.90111	1.93056	2.71888	5.13206
3.90111	1.93056	2.71888	5.13206
3.90111	1.93056	2.71888	5.13206
3.90111	1.93056	2.71888	5.13206
3.90111	1.93056	2.71888	5.13206
1.69855	2.55562	2.44839	3.92567
1.76318	3.96262	-1.44879	4.57276
1.76318	3.96262	-1.44879	4.57276
2.23193	4.0923	-2.46084	5.27107
1.49523	4.58442	-2.31874	5.35062
1.60109	2.98894	-4.25366	5.43975
-2.211	2.661	-2.73486	4.41009
-2.211	2.661	-2.73486	4.41009
1.17253	2.28107	-2.82275	3.81392
0.608798	0.504939	-3.46471	3.55385
1.55913	-1.20827	-3.71401	4.20532
1.55913	-1.20827	-3.71401	4.20532
1.55913	-1.20827	-3.71401	4.20532
1.55913	-1.20827	-3.71401	4.20532
-1.13987	-2.40407	-3.79651	4.63599
-1.02369	-2.09776	-1.85612	2.98223
-2.10953	-0.692692	-2.78872	3.56467
-2.16611	-1.35156	-3.23097	4.118
-2.17109	-1.86624	-5.46666	6.17097
-2.17109	-1.86624	-5.46666	6.17097
-3.53229	-1.33941	-3.03789	4.84766
-3.9091	0.156766	-3.58779	5.30829
-4.82288	0.405855	-4.56244	6.65137
-4.82288	0.405855	-4.56244	6.65137
-4.33281	1.7961	-4.5462	6.532
-5.53528	0.291122	-6.38691	8.45676
-0.784241	-2.46463	-6.92968	7.39662
-0.622409	-1.88394	-5.40977	5.76214
-0.622409	-1.88394	-5.40977	5.76214
2.49241	-2.22803	-4.9472	5.97084
2.1268	-2.12877	-4.62816	5.5204
2.1268	-2.12877	-4.62816	5.5204
2.1268	-2.12877	-4.62816	5.5204
2.1268	-2.12877	-4.62816	5.5204
3.46955	-2.64778	-3.98898	5.91274
3.46955	-2.64778	-3.98898	5.91274
5.22062	-3.48468	-4.30057	7.60873
4.19903	-1.3256	-4.93099	6.61088
4.19903	-1.3256	-4.93099	6.61088
4.19903	-1.3256	-4.93099	6.61088
4.39372	-2.50611	-5.74724	7.65612
4.39372	-2.50611	-5.74724	7.65612
4.39372	-2.50611	-5.74724	7.65612
