BLOCK	CHI
173	0.5882456427559238
174	0.5882917661471676
175	0.5883444808098568
176	0.5884111486126131
177	0.5885024929724955
178	0.5886161080754262
179	0.588746380678326
180	0.588880569271908
181	0.589018145585152
182	0.5891835612965112
183	0.5893922661523927
184	0.5896654772617183
185	0.5899842757368302
186	0.590329518780703
187	0.5906781631145027
188	0.5910241544615455
189	0.5913735800548723
190	0.591731546191244
191	0.5920911136188551
192	0.5924468299991937
193	0.5927912636737053
194	0.5931051254803656
195	0.5933787727767722
196	0.5936117800381947
197	0.5938199469300096
198	0.5940128249799852
199	0.5941953421328313
200	0.5943595374896684
201	0.5945109351175507
202	0.5946532503611031
203	0.5947987681871342
204	0.5949383907024401
205	0.5950655663770652
206	0.5951783914967271
207	0.5952725642875032
208	0.5953637390190762
209	0.5954452720775512
210	0.5955182888255968
211	0.5955854761756317
212	0.5956365982708232
213	0.5956732990518139
214	0.5956943998441808
215	0.5956983691466174
216	0.5957073604163126
217	0.5957159562097211
218	0.5957340637894081
219	0.595762422734802
220	0.595786191053495
221	0.5958081768209839
222	0.5958325751876826
223	0.5958691877619525
224	0.5959301289129884
225	0.5960125653633732
226	0.5961131588279808
227	0.5962197920297025
228	0.5963159082762504
229	0.5963984067621312
230	0.5964731682585006
231	0.5965398457543031
232	0.5965885029078348
233	0.5966104256705231
234	0.5966019229303586
235	0.5965725113201428
236	0.5965147717822811
237	0.5964271117492759
238	0.5963057519023968
239	0.5961584079064535
240	0.5959897043138085
241	0.5957941005792294
242	0.5955718429060907
243	0.5953210944621292
244	0.5950587618586024
245	0.5947895035735349
246	0.5945113199314865
247	0.5942177427626993
248	0.5938969921080739
249	0.5935528007597185
250	0.593190037534761
251	0.5928212462043448
252	0.5924477488999776
253	0.5920710509517408
254	0.5916913510670826
255	0.5913187435843605
256	0.5909639451355011
257	0.5906232626698856
258	0.5902952383533593
259	0.58997832905296
260	0.5896821376696011
261	0.5894171133071325
262	0.5891653626021895
263	0.5889152432369292
264	0.5886754101323423
265	0.5884572632801153
266	0.588268987488496
267	0.5881018105506345
268	0.5879578920772335
269	0.587838210096659
270	0.5877487898064561
271	0.5876763226541324
272	0.5876183495138563
273	0.5875688209554673
274	0.5875339686383951
275	0.587520596111798
276	0.5875221993416465
277	0.5875398145145844
278	0.5875659111029851
279	0.5875834186831096
280	0.587590388952663
281	0.5875804923524487
282	0.5875492506951021
283	0.5875016277896046
284	0.5874361522315361
285	0.5873440673229209
286	0.5872159872870814
287	0.5870495053406354
288	0.5868503791530515
289	0.5866152336056277
290	0.5863479100525903
291	0.5860513425790371
292	0.5857154242456503
293	0.5853388241971805
294	0.5849061779860278
295	0.5844160965986656
296	0.5838660937687322
297	0.5832678757881758
298	0.5826280067879124
299	0.5819459274791734
300	0.5812206288158451
301	0.5804528203289127
302	0.5796482606571488
303	0.5788002829233478
304	0.5779081591797366
305	0.5769831740707516
306	0.5760411039984582
307	0.5750749282894626
308	0.5740755703752626
309	0.5730487811401942
310	0.5720020717257913
311	0.5709359800961205
312	0.569852824827843
313	0.5687470159411906
314	0.567613259094305
315	0.566458575929885
316	0.5652829490004472
317	0.5640884991445096
318	0.5628742764435406
319	0.5616485636055547
320	0.5604243948698354
321	0.5591999149873318
322	0.5579759032789616
323	0.5567596653936786
324	0.555551680167967
325	0.5543486820145476
326	0.5531532434678932
327	0.5519580404622626
328	0.5507567783334253
329	0.5495522166916468
330	0.5483481891367163
331	0.5471499434838699
332	0.5459535647117301
333	0.5447589394116555
334	0.5435705496482293
335	0.5423754726521998
336	0.5411626709518099
337	0.5399333106205227
338	0.5386915586989183
339	0.5374436546008632
340	0.536187984434158
341	0.534926604093911
342	0.5336653875661455
343	0.5324054350116101
344	0.5311467764787481
345	0.5298881460557203
346	0.5286243211292108
347	0.5273482083279786
348	0.5260619401221974
349	0.5247658315358702
350	0.5234732463718523
351	0.5221860466643272
352	0.5208990049534559
353	0.5196117044382498
354	0.5183266750037785
355	0.5170502995209932
356	0.5157810028698794
357	0.5145163530651344
358	0.5132560069729216
359	0.5119963781661306
360	0.5107369984706283
361	0.5094750229773419
362	0.5082094300391975
363	0.5069497663374402
364	0.5056944431817906
365	0.5044412069389971
366	0.5031863568040041
367	0.5019213367248927
368	0.5006481182672688
369	0.49936868268978457
370	0.4980791081859298
371	0.49677684257662885
372	0.49546852947577674
373	0.4941616354368946
374	0.4928665126333703
375	0.4915846072677032
376	0.4903101238675446
377	0.48904428957254875
378	0.4877866846738135
379	0.48653953275614686
380	0.48530271750299403
