BIN SIZE	0.0256496
BIN	DISTANCE	AVE_GOFR
16	0.436044	0
17	0.461694	0
18	0.487343	0
19	0.512993	0
20	0.538642	0
21	0.564292	0
22	0.589942	0
23	0.615591	0
24	0.641241	0
25	0.666891	0
26	0.69254	0
27	0.71819	0
28	0.74384	0
29	0.769489	0
30	0.795139	0
31	0.820788	0
32	0.846438	0
33	0.872088	0
34	0.897737	0.00137558
35	0.923387	0.025204
36	0.949037	0.169188
37	0.974686	0.566821
38	1.00034	1.21271
39	1.02599	1.85305
40	1.05164	2.31857
41	1.07728	2.56058
42	1.10293	2.55563
43	1.12858	2.36192
44	1.15423	2.17089
45	1.17988	1.98167
46	1.20553	1.75376
47	1.23118	1.56043
48	1.25683	1.39702
49	1.28248	1.26359
50	1.30813	1.12904
51	1.33378	1.04071
52	1.35943	0.958141
53	1.38508	0.881662
54	1.41073	0.834299
55	1.43638	0.779557
56	1.46203	0.73935
57	1.48768	0.710061
58	1.51333	0.690156
59	1.53898	0.669265
60	1.56463	0.664204
61	1.59028	0.662664
62	1.61593	0.665033
63	1.64158	0.67713
64	1.66723	0.698383
65	1.69288	0.72321
66	1.71853	0.745017
67	1.74418	0.768123
68	1.76983	0.818954
69	1.79547	0.859003
70	1.82112	0.892557
71	1.84677	0.945445
72	1.87242	0.985314
73	1.89807	1.03039
74	1.92372	1.06513
75	1.94937	1.09593
76	1.97502	1.12758
77	2.00067	1.15237
78	2.02632	1.17936
79	2.05197	1.19331
80	2.07762	1.20459
81	2.10327	1.21587
82	2.12892	1.21346
83	2.15457	1.19516
84	2.18022	1.16865
85	2.20587	1.13921
86	2.23152	1.11933
87	2.25717	1.09511
88	2.28282	1.06823
89	2.30847	1.04027
90	2.33412	1.02811
91	2.35977	0.99412
92	2.38542	0.972984
93	2.41107	0.954244
94	2.43672	0.935402
95	2.46237	0.927579
96	2.48802	0.914766
97	2.51366	0.899469
98	2.53931	0.886839
99	2.56496	0.888768

0	0.0256496	0
1	0.0512993	0
2	0.0769489	0
3	0.102599	0
4	0.128248	0
5	0.153898	0
6	0.179547	0
7	0.205197	0
8	0.230847	0
9	0.256496	0
10	0.282146	0
11	0.307796	0
12	0.333445	0
13	0.359095	0
14	0.384745	0
15	0.410394	0
16	0.436044	0
17	0.461694	0
18	0.487343	0
19	0.512993	0
20	0.538642	0
21	0.564292	0
22	0.589942	0
23	0.615591	0
24	0.641241	0
25	0.666891	0
26	0.69254	0
27	0.71819	0
28	0.74384	0
29	0.769489	0
30	0.795139	0
31	0.820788	0
32	0.846438	0
33	0.872088	0
34	0.897737	0.000825347
35	0.923387	0.0242513
36	0.949037	0.160667
37	0.974686	0.565734
38	1.00034	1.19386
39	1.02599	1.8626
40	1.05164	2.32327
41	1.07728	2.52264
42	1.10293	2.54514
43	1.12858	2.39593
44	1.15423	2.18087
45	1.17988	1.9664
46	1.20553	1.74518
47	1.23118	1.55317
48	1.25683	1.38642
49	1.28248	1.25401
50	1.30813	1.13389
51	1.33378	1.03528
52	1.35943	0.95632
53	1.38508	0.884598
54	1.41073	0.840124
55	1.43638	0.792935
56	1.46203	0.765252
57	1.48768	0.727213
58	1.51333	0.703489
59	1.53898	0.694949
60	1.56463	0.679845
61	1.59028	0.682188
62	1.61593	0.680737
63	1.64158	0.691383
64	1.66723	0.711948
65	1.69288	0.7133
66	1.71853	0.744326
67	1.74418	0.76526
68	1.76983	0.794214
69	1.79547	0.84254
70	1.82112	0.87725
71	1.84677	0.924499
72	1.87242	0.951599
73	1.89807	0.998037
74	1.92372	1.04422
75	1.94937	1.08054
76	1.97502	1.1263
77	2.00067	1.14504
78	2.02632	1.17699
79	2.05197	1.1917
80	2.07762	1.21071
81	2.10327	1.21205
82	2.12892	1.21035
83	2.15457	1.19621
84	2.18022	1.18305
85	2.20587	1.16204
86	2.23152	1.14077
87	2.25717	1.10324
88	2.28282	1.07977
89	2.30847	1.05288
90	2.33412	1.02725
91	2.35977	0.996161
92	2.38542	0.982878
93	2.41107	0.963646
94	2.43672	0.947638
95	2.46237	0.934754
96	2.48802	0.92357
97	2.51366	0.899245
98	2.53931	0.892993
99	2.56496	0.888134

0	0.0256496	0
1	0.0512993	0
2	0.0769489	0
3	0.102599	0
4	0.128248	0
5	0.153898	0
6	0.179547	0
7	0.205197	0
8	0.230847	0
9	0.256496	0
10	0.282146	0
11	0.307796	0
12	0.333445	0
13	0.359095	0
14	0.384745	0
15	0.410394	0
16	0.436044	0
17	0.461694	0
18	0.487343	0
19	0.512993	0
20	0.538642	0
21	0.564292	0
22	0.589942	0
23	0.615591	0
24	0.641241	0
25	0.666891	0
26	0.69254	0
27	0.71819	0
28	0.74384	0
29	0.769489	0
30	0.795139	0
31	0.820788	0
32	0.846438	0
33	0.872088	0.000145892
34	0.897737	0.00151314
35	0.923387	0.0272394
36	0.949037	0.178119
37	0.974686	0.568296
38	1.00034	1.20737
39	1.02599	1.87694
40	1.05164	2.35375
41	1.07728	2.53377
42	1.10293	2.53804
43	1.12858	2.37473
44	1.15423	2.19179
45	1.17988	1.93685
46	1.20553	1.7396
47	1.23118	1.54789
48	1.25683	1.38461
49	1.28248	1.25076
50	1.30813	1.11097
51	1.33378	1.023
52	1.35943	0.939231
53	1.38508	0.881185
54	1.41073	0.835401
55	1.43638	0.779841
56	1.46203	0.749951
57	1.48768	0.728996
58	1.51333	0.701878
59	1.53898	0.688027
60	1.56463	0.676953
61	1.59028	0.67568
62	1.61593	0.683224
63	1.64158	0.695782
64	1.66723	0.705677
65	1.69288	0.739583
66	1.71853	0.745869
67	1.74418	0.775646
68	1.76983	0.808625
69	1.79547	0.844077
70	1.82112	0.8777
71	1.84677	0.925043
72	1.87242	0.966727
73	1.89807	1.01085
74	1.92372	1.05096
75	1.94937	1.08807
76	1.97502	1.13029
77	2.00067	1.16397
78	2.02632	1.18998
79	2.05197	1.21025
80	2.07762	1.21629
81	2.10327	1.21953
82	2.12892	1.21503
83	2.15457	1.19575
84	2.18022	1.18087
85	2.20587	1.15604
86	2.23152	1.11708
87	2.25717	1.09048
88	2.28282	1.06105
89	2.30847	1.03113
90	2.33412	1.00883
91	2.35977	0.979413
92	2.38542	0.969782
93	2.41107	0.95548
94	2.43672	0.935335
95	2.46237	0.922779
96	2.48802	0.914661
97	2.51366	0.895105
98	2.53931	0.88235
99	2.56496	0.88938

0	0.0256496	0
1	0.0512993	0
2	0.0769489	0
3	0.102599	0
4	0.128248	0
5	0.153898	0
6	0.179547	0
7	0.205197	0
8	0.230847	0
9	0.256496	0
10	0.282146	0
11	0.307796	0
12	0.333445	0
13	0.359095	0
14	0.384745	0
15	0.410394	0
16	0.436044	0
17	0.461694	0
18	0.487343	0
19	0.512993	0
20	0.538642	0
21	0.564292	0
22	0.589942	0
23	0.615591	0
24	0.641241	0
25	0.666891	0
26	0.69254	0
27	0.71819	0
28	0.74384	0
29	0.769489	0
30	0.795139	0
31	0.820788	0
32	0.846438	0
33	0.872088	0
34	0.897737	0.000733642
35	0.923387	0.0241647
36	0.949037	0.163617
37	0.974686	0.56162
38	1.00034	1.21186
39	1.02599	1.86162
40	1.05164	2.33654
41	1.07728	2.56707
42	1.10293	2.5488
43	1.12858	2.44029
44	1.15423	2.21946
45	1.17988	1.96872
46	1.20553	1.75712
47	1.23118	1.53982
48	1.25683	1.39187
49	1.28248	1.23122
50	1.30813	1.12345
51	1.33378	1.03232
52	1.35943	0.945072
53	1.38508	0.876475
54	1.41073	0.807655
55	1.43638	0.767969
56	1.46203	0.72516
57	1.48768	0.702171
58	1.51333	0.68542
59	1.53898	0.660663
60	1.56463	0.665635
61	1.59028	0.669374
62	1.61593	0.671711
63	1.64158	0.676778
64	1.66723	0.69833
65	1.69288	0.727357
66	1.71853	0.75067
67	1.74418	0.784954
68	1.76983	0.821955
69	1.79547	0.860291
70	1.82112	0.901858
71	1.84677	0.951712
72	1.87242	0.985698
73	1.89807	1.0298
74	1.92372	1.07104
75	1.94937	1.10005
76	1.97502	1.14414
77	2.00067	1.1675
78	2.02632	1.19416
79	2.05197	1.20333
80	2.07762	1.21068
81	2.10327	1.21243
82	2.12892	1.1999
83	2.15457	1.19083
84	2.18022	1.16037
85	2.20587	1.14145
86	2.23152	1.11448
87	2.25717	1.10202
88	2.28282	1.06323
89	2.30847	1.0334
90	2.33412	1.00438
91	2.35977	0.981858
92	2.38542	0.95765
93	2.41107	0.943362
94	2.43672	0.928716
95	2.46237	0.913096
96	2.48802	0.909111
97	2.51366	0.890386
98	2.53931	0.887745
99	2.56496	0.88654

0	0.0256496	0
1	0.0512993	0
2	0.0769489	0
3	0.102599	0
4	0.128248	0
5	0.153898	0
6	0.179547	0
7	0.205197	0
8	0.230847	0
9	0.256496	0
10	0.282146	0
11	0.307796	0
12	0.333445	0
13	0.359095	0
14	0.384745	0
15	0.410394	0
16	0.436044	0
17	0.461694	0
18	0.487343	0
19	0.512993	0
20	0.538642	0
21	0.564292	0
22	0.589942	0
23	0.615591	0
24	0.641241	0
25	0.666891	0
26	0.69254	0
27	0.71819	0
28	0.74384	0
29	0.769489	0
30	0.795139	0
31	0.820788	0
32	0.846438	0
33	0.872088	0
34	0.897737	0.00165069
35	0.923387	0.0252907
36	0.949037	0.166648
37	0.974686	0.566394
38	1.00034	1.19699
39	1.02599	1.87736
40	1.05164	2.33322
41	1.07728	2.54692
42	1.10293	2.52704
43	1.12858	2.4092
44	1.15423	2.19393
45	1.17988	1.96604
46	1.20553	1.75939
47	1.23118	1.56638
48	1.25683	1.38145
49	1.28248	1.2422
50	1.30813	1.1233
51	1.33378	1.01931
52	1.35943	0.94527
53	1.38508	0.881891
54	1.41073	0.833343
55	1.43638	0.786485
56	1.46203	0.750993
57	1.48768	0.710012
58	1.51333	0.692038
59	1.53898	0.679502
60	1.56463	0.671868
61	1.59028	0.659836
62	1.61593	0.674478
63	1.64158	0.689907
64	1.66723	0.703342
65	1.69288	0.726696
66	1.71853	0.751645
67	1.74418	0.775634
68	1.76983	0.808009
69	1.79547	0.847331
70	1.82112	0.883729
71	1.84677	0.921072
72	1.87242	0.965699
73	1.89807	1.00907
74	1.92372	1.05403
75	1.94937	1.10247
76	1.97502	1.13063
77	2.00067	1.1515
78	2.02632	1.18361
79	2.05197	1.20921
80	2.07762	1.21642
81	2.10327	1.22769
82	2.12892	1.2046
83	2.15457	1.19899
84	2.18022	1.18082
85	2.20587	1.15267
86	2.23152	1.12671
87	2.25717	1.09516
88	2.28282	1.06558
89	2.30847	1.04039
90	2.33412	1.0221
91	2.35977	0.995196
92	2.38542	0.966899
93	2.41107	0.952951
94	2.43672	0.939063
95	2.46237	0.923563
96	2.48802	0.913594
97	2.51366	0.893308
98	2.53931	0.880561
99	2.56496	0.880912

